,order_city,order_country,order_item_discount_rate,order_item_product_price,order_item_quantity,order_profit_per_order,order_region,order_state,label,distance_normalized,is_international,order_weekofyear,order_month,order_hour,shipping_day_of_week,order_shipping_time,payment_type_DEBIT,payment_type_PAYMENT,payment_type_TRANSFER,customer_segment_Corporate,customer_segment_Home Office,market_Europe,market_LATAM,market_Pacific Asia,market_USCA,shipping_mode_Same Day,shipping_mode_Second Class,shipping_mode_Standard Class,product_name_encoded,category_name_encoded,department_name_encoded
1441,0.0033444816053511705,0.1386030357602264,0.0,0.2426578711925304,0.0,0.7030850194149904,0.03190120915873424,0.006045793671211731,0,0.1241497211396198,0.0,0.9230769230769231,0.9999999999999999,0.30434782608695654,0.16666666666666666,0.8181818181818182,True,False,False,True,False,False,False,False,True,False,False,True,0.34463538055860893,0.34463538055860893,0.33674693595775035
445,0.0004502186776434268,0.05576279907383586,0.12,0.07466587487654465,0.0,0.7098387281395927,0.12921276048366348,0.002186776434268073,1,0.1749824654304694,0.0,0.42307692307692313,0.4545454545454545,0.043478260869565216,0.5,0.2727272727272727,False,False,True,False,False,False,True,False,False,False,False,False,0.3403724668448331,0.3403724668448331,0.3192289787307593
11058,0.013828145099048108,0.1386030357602264,0.28,0.031110781198560273,0.75,0.7553719919767051,0.042063287882685874,0.017365577566246463,-1,0.0432712411448796,0.0,0.21153846153846156,0.1818181818181818,0.34782608695652173,0.8333333333333333,0.0,True,False,False,False,False,False,False,False,True,False,False,True,0.3119867424990229,0.3129647286504102,0.3379194995210432
8617,0.00038590172369436584,0.011512734756881913,0.04,0.024894847115087926,0.75,0.7528682763742405,0.08811422691021353,0.0010933882171340365,1,0.3322848604222908,0.0,0.6153846153846154,0.6363636363636364,0.9130434782608695,0.3333333333333333,0.8181818181818182,False,False,True,False,False,False,True,False,False,False,False,True,0.29959980210395043,0.29959980210395043,0.3260117435225974
8917,0.0009004373552868536,0.018909184461023926,0.8,0.031110781198560273,0.5,0.7287545156448489,0.057756624646256756,0.002186776434268073,0,0.4764720455030362,0.0,0.7884615384615384,0.8181818181818182,0.13043478260869565,0.5,0.4545454545454545,False,True,False,True,False,True,False,False,False,False,False,True,0.3338183847671654,0.3342969635137408,0.33926004191452325
4029,0.0005788525855415488,0.1386030357602264,0.72,0.024894847115087926,0.25,0.7231581466971599,0.023990223822999743,0.0008361204013377926,1,0.1536384564181895,0.0,0.3269230769230769,0.36363636363636365,0.30434782608695654,0.0,0.4545454545454545,True,False,False,False,True,False,False,False,True,False,False,False,0.2999489313685777,0.2999489313685777,0.3177185078341385
7235,6.431695394906098e-05,0.08676357087728326,0.72,0.07466587487654465,0.0,0.7210596246149829,0.16323642912271674,0.03183689220478518,-1,0.3659570298836016,0.0,0.23076923076923078,0.1818181818181818,0.5652173913043478,0.8333333333333333,0.4545454545454545,False,True,False,True,False,True,False,False,False,False,False,True,0.3403724668448331,0.3403724668448331,0.3192289787307593
13917,0.00019295086184718292,0.08676357087728326,0.36,0.031110781198560273,0.0,0.7157750083182457,0.16323642912271674,0.011898636480576279,0,0.3981720823642443,0.0,0.8076923076923077,0.8181818181818182,1.0,0.6666666666666666,0.2727272727272727,False,True,False,False,False,True,False,False,False,False,False,True,0.3074421762018012,0.30793545100507635,0.32066394827101274
6607,0.00019295086184718292,0.08676357087728326,0.04,0.00933323435956808,1.0,0.727651485222233,0.16323642912271674,0.008296887059428866,-1,0.3725133688820061,0.0,0.5961538461538461,0.6363636363636364,0.6086956521739131,0.8333333333333333,0.6363636363636364,False,True,False,False,True,True,False,False,False,False,False,True,0.32211631762507553,0.3895582764670067,0.33060090859121877
3649,0.0006431695394906097,0.05029585798816568,0.12,0.11822096855452903,0.0,0.7456574879086726,0.16323642912271674,0.0010933882171340365,-1,0.3963014279158675,0.0,0.21153846153846156,0.1818181818181818,0.2608695652173913,0.8333333333333333,0.0,True,False,False,False,True,True,False,False,False,False,False,True,0.31883318809980205,0.31883318809980205,0.3363528682670732
2716,0.00038590172369436584,0.00038590172369436584,0.04,0.2426578711925304,0.0,0.7178742317604032,0.019102135322871108,0.00038590172369436584,0,0.3254909324311731,0.0,0.9807692307692307,0.9999999999999999,0.43478260869565216,0.5,0.4545454545454545,True,False,False,True,False,False,False,False,False,False,False,True,0.37201006789594754,0.37201006789594754,0.35508629785476026
6926,0.0009004373552868536,0.05029585798816568,0.6,0.2426578711925304,0.0,0.7734965524054151,0.16323642912271674,0.004437869822485207,1,0.4602767788907044,0.0,0.21153846153846156,0.1818181818181818,0.43478260869565216,0.3333333333333333,0.4545454545454545,True,False,False,False,False,True,False,False,False,False,True,False,0.335749611156994,0.335749611156994,0.3363528682670732
3438,0.0007074864934396708,0.05576279907383586,0.08,0.018666468719136162,1.0,0.7186907487244152,0.12921276048366348,0.002379727296115256,1,0.0298506484785518,0.0,0.4807692307692308,0.4545454545454545,0.13043478260869565,0.6666666666666666,0.2727272727272727,False,False,False,False,True,False,True,False,False,False,False,True,0.4668963774607769,0.47322628282257007,0.4017896829108882
13633,0.002701312065860561,0.038268587599691276,0.4,0.2750504165764714,0.0,0.7124501843553982,0.04836634936969385,0.0036017494211474143,1,0.896140373864587,0.0,0.5961538461538461,0.6363636363636364,0.7391304347826086,0.0,0.6363636363636364,False,False,False,True,False,False,False,True,False,False,False,True,0.4355382287985141,0.3773777275948043,0.37561842973030285
2129,6.431695394906098e-05,0.03112940571134551,0.08,0.07466587487654465,0.0,0.7288102653916262,0.04868793413943916,0.005981476717262671,1,0.7104890192905331,0.0,0.3269230769230769,0.36363636363636365,0.08695652173913043,0.8333333333333333,0.9999999999999999,False,False,True,True,False,False,False,True,False,False,False,True,0.32709904103074655,0.32709904103074655,0.32066394827101274
8035,0.0004502186776434268,0.03112940571134551,0.100975752,0.2426578711925304,0.0,0.6423695835145605,0.04868793413943916,0.0016722408026755853,1,0.7772795350411008,0.0,0.8846153846153846,0.9090909090909091,0.08695652173913043,1.0,0.9999999999999999,False,True,False,False,False,False,False,True,False,False,False,True,0.3670615102330107,0.3670615102330107,0.34930735603982865
11881,0.0017365577566246463,0.08676357087728326,1.0,0.07466587487654465,0.0,0.7159207442248526,0.16323642912271674,0.008296887059428866,1,0.3262476556575719,0.0,0.8461538461538461,0.9090909090909091,0.2608695652173913,0.6666666666666666,0.6363636363636364,True,False,False,True,False,True,False,False,False,False,True,False,0.3363828823328856,0.3363828823328856,0.33926004191452325
3244,0.0004502186776434268,0.0006431695394906097,0.04,0.055999406157408484,0.0,0.7215569381409823,0.08811422691021353,0.0004502186776434268,-1,0.4827192343792965,0.0,0.19230769230769235,0.1818181818181818,0.34782608695652173,0.3333333333333333,0.2727272727272727,False,False,True,False,True,False,True,False,False,False,False,True,0.33807286980301726,0.33152034639005085,0.33060090859121877
10080,0.0008361204013377926,0.08676357087728326,0.12,0.031110781198560273,0.25,0.7335646340092221,0.16323642912271674,0.006753280164651402,1,0.4007655883855088,0.0,0.019230769230769232,0.0,0.08695652173913043,1.0,0.0,True,False,False,True,False,True,False,False,False,False,True,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
13049,0.00012863390789812196,0.03621044507332133,0.28,0.024882402802608502,1.0,0.652370453889817,0.04708001029071263,0.0012220221250321586,1,0.7925131003410646,0.0,0.5192307692307693,0.5454545454545454,0.13043478260869565,0.5,0.4545454545454545,False,True,False,False,False,False,False,True,False,False,False,True,0.36289128830773687,0.36289128830773687,0.35508629785476026
2802,0.0002572678157962439,0.03563159248777978,0.12,0.031110781198560273,0.75,0.7173262993916746,0.057756624646256756,0.0018651916645227682,1,0.5110455789136126,0.0,0.07692307692307693,0.0,0.5217391304347826,1.0,0.2727272727272727,True,False,False,False,False,True,False,False,False,False,False,False,0.31917922925565956,0.320126128797724,0.33114408959120467
13485,0.00032158476974530485,0.03563159248777978,0.04,0.11822096855452903,0.0,0.6469697250251313,0.057756624646256756,0.00032158476974530485,0,0.4322386066039199,0.0,0.7115384615384616,0.7272727272727273,0.6521739130434783,0.16666666666666666,0.4545454545454545,False,False,True,True,False,True,False,False,False,False,False,True,0.31883318809980205,0.31883318809980205,0.3363528682670732
4931,0.0009004373552868536,0.014728582454334962,0.68,0.055999406157408484,1.0,0.7781437738681153,0.12921276048366348,0.012155904296372524,1,0.1624927864057118,0.0,0.019230769230769232,0.0,0.5217391304347826,0.5,0.9999999999999999,True,False,False,False,False,False,True,False,False,False,True,False,0.3314823648200101,0.3319910327620125,0.33683512597337273
3571,0.00019295086184718292,0.03621044507332133,0.4,0.11822096855452903,0.0,0.7379652372107754,0.04708001029071263,0.0010290712631849757,0,0.6040342220298711,0.0,0.057692307692307696,0.0,0.9130434782608695,1.0,0.2727272727272727,False,True,False,True,False,False,False,True,False,False,True,False,0.3257838698538857,0.3257838698538857,0.3436328557153468
8482,0.00012863390789812196,0.1386030357602264,0.8,0.024882402802608502,0.25,0.700111569360878,0.03190120915873424,0.0012220221250321586,1,0.1694301874561744,0.0,0.3269230769230769,0.2727272727272727,0.43478260869565216,0.3333333333333333,0.2727272727272727,False,False,False,False,False,False,False,False,True,False,False,False,0.3336367761876686,0.3336367761876686,0.3363528682670732
11258,0.00012863390789812196,0.1386030357602264,0.68,0.024882402802608502,0.25,0.7190844153841217,0.042063287882685874,0.0002572678157962439,1,0.0251184859377687,0.0,0.23076923076923078,0.1818181818181818,0.43478260869565216,0.16666666666666666,0.8181818181818182,False,False,True,False,False,False,False,False,True,True,False,False,0.335778220485491,0.335778220485491,0.34930735603982865
44,0.00019295086184718292,0.05029585798816568,0.68,0.0004199389245587819,0.0,0.7016862858245863,0.16323642912271674,0.0032158476974530484,1,0.3661191642066511,0.0,0.3461538461538462,0.36363636363636365,0.21739130434782608,0.3333333333333333,0.4545454545454545,True,False,False,False,False,True,False,False,False,False,False,True,0.11149396243462815,0.11149396243462815,0.25284477675939326
11118,0.00019295086184718292,0.1386030357602264,0.4,0.07466587487654465,0.0,0.7102982045038867,0.03190120915873424,0.00032158476974530485,1,0.1887033217316063,0.0,0.8461538461538461,0.9090909090909091,0.43478260869565216,0.16666666666666666,0.9999999999999999,True,False,False,False,False,False,False,False,True,False,False,False,0.3363828823328856,0.3363828823328856,0.33926004191452325
12540,0.0016079238487265242,0.1386030357602264,0.64,0.055999406157408484,0.0,0.6949467397367046,0.042063287882685874,0.0018008747105737071,1,0.0146888566389792,0.0,0.9038461538461539,0.9999999999999999,0.30434782608695654,0.8333333333333333,0.2727272727272727,False,False,True,False,False,False,False,False,True,False,False,False,0.33807286980301726,0.33152034639005085,0.33060090859121877
2396,0.005724208901466426,0.006110110625160792,0.6,0.024882402802608502,0.5,0.6968107311652144,0.04617957293542578,0.005724208901466426,1,0.7015352311969775,0.0,0.6538461538461539,0.6363636363636364,0.6956521739130435,0.8333333333333333,0.4545454545454545,False,False,False,True,False,False,False,True,False,False,False,False,0.36289128830773687,0.36289128830773687,0.35508629785476026
8049,0.005659891947517366,0.011512734756881913,0.72,0.024894847115087926,0.75,0.7338366779649397,0.08811422691021353,0.005659891947517366,-1,0.370119813449263,0.0,0.2884615384615385,0.2727272727272727,0.5217391304347826,0.5,0.4545454545454545,False,True,False,True,False,False,True,False,False,False,False,True,0.2999489313685777,0.2999489313685777,0.3177185078341385
1178,0.00019295086184718292,0.019102135322871108,0.68,0.018666468719136162,0.0,0.7137601373665255,0.03228711088242861,0.0038590172369436584,1,0.5010947321171572,0.0,1.0000000000000002,0.9999999999999999,1.0,0.6666666666666666,0.4545454545454545,False,False,False,True,False,False,False,True,False,False,False,True,0.39720824814891387,0.34827582799512397,0.3470812232418112
9108,0.0012863390789812194,0.004952405454077695,0.4,0.031110781198560273,0.0,0.721221267626399,0.16323642912271674,0.0016722408026755853,1,0.3729449880214899,0.0,0.826923076923077,0.8181818181818182,0.13043478260869565,0.0,0.9999999999999999,False,False,True,False,False,True,False,False,False,False,False,True,0.3119867424990229,0.3129647286504102,0.3379194995210432
11074,6.431695394906098e-05,0.1386030357602264,0.72,0.024882402802608502,0.0,0.7107625838767445,0.04064831489580654,0.0007718034473887317,-1,0.028084367786241,0.0,0.1153846153846154,0.09090909090909091,0.6521739130434783,1.0,0.8181818181818182,False,False,False,False,False,False,False,False,True,False,False,True,0.34369243408263284,0.34369243408263284,0.3436328557153468
2599,0.0005145356315924878,0.002379727296115256,0.2,0.031110781198560273,0.0,0.7203284382316198,0.02450475945459223,0.0005145356315924878,0,0.4008492890816426,0.0,0.42307692307692313,0.4545454545454545,0.6086956521739131,0.16666666666666666,0.9999999999999999,False,True,False,False,False,True,False,False,False,False,True,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
10203,0.00032158476974530485,0.0061744275791098535,0.28,0.055999406157408484,1.0,0.7475902309089385,0.08811422691021353,0.0016079238487265242,1,0.1626027516286406,0.0,0.5384615384615384,0.5454545454545454,0.043478260869565216,0.5,0.4545454545454545,False,False,True,False,True,False,True,False,False,False,False,False,0.3498545826119507,0.3553644730714083,0.3500460726181817
7203,0.00019295086184718292,0.0013506560329302805,0.28,0.031110781198560273,1.0,0.7294241376909334,0.012734756881914073,0.00019295086184718292,1,0.6050272415242938,0.0,0.8653846153846154,0.9090909090909091,0.6956521739130435,0.5,0.8181818181818182,False,False,False,False,False,False,False,False,False,False,False,True,0.2935595781532187,0.29457385011566917,0.3192289787307593
8908,0.00032158476974530485,0.008425520967326988,0.68,0.018666468719136162,1.0,0.7117532985678976,0.08811422691021353,0.00038590172369436584,1,0.1929015022588542,0.0,0.7307692307692307,0.7272727272727273,0.7391304347826086,0.6666666666666666,0.4545454545454545,True,False,False,False,False,False,True,False,False,False,False,True,0.11521976590093763,0.34827582799512397,0.3470812232418112
9590,0.0030228968356058655,0.08676357087728326,0.2,0.00933323435956808,0.0,0.7139657916469025,0.16323642912271674,0.011898636480576279,1,0.4753866246766426,0.0,0.6923076923076923,0.7272727272727273,0.30434782608695654,0.6666666666666666,0.4545454545454545,False,False,True,True,False,True,False,False,False,False,True,False,0.5969143795330101,0.2848059709492416,0.34781391171910786
1277,0.0009004373552868536,0.0010290712631849757,0.68,0.07466587487654465,0.0,0.7312466992707114,0.019102135322871108,0.0009004373552868536,1,0.3237337624322551,0.0,0.21153846153846156,0.1818181818181818,0.7391304347826086,0.16666666666666666,0.2727272727272727,True,False,False,False,False,False,False,False,False,False,False,True,0.3650727659739909,0.3650727659739909,0.3379194995210432
13111,0.00012863390789812196,0.08676357087728326,0.52,0.024882402802608502,0.5,0.7383943188287536,0.16323642912271674,0.03183689220478518,-1,0.3663226764191586,0.0,0.5192307692307693,0.5454545454545454,0.5652173913043478,0.5,0.6363636363636364,False,False,True,False,True,True,False,False,False,False,False,True,0.3336367761876686,0.3336367761876686,0.3363528682670732
6100,0.00032158476974530485,0.08676357087728326,0.48,0.031110781198560273,0.75,0.7342007749530023,0.16323642912271674,0.03183689220478518,-1,0.3670027719648376,0.0,0.6346153846153846,0.6363636363636364,0.43478260869565216,0.8333333333333333,0.0,True,False,False,False,False,True,False,False,False,False,False,True,0.3338183847671654,0.3342969635137408,0.33926004191452325
13588,0.0005145356315924878,0.03563159248777978,0.6,0.031110781198560273,0.5,0.7300100569812572,0.057756624646256756,0.0034731155132492926,1,0.3522886719391117,0.0,0.09615384615384616,0.09090909090909091,0.17391304347826086,0.16666666666666666,0.4545454545454545,False,False,False,False,True,True,False,False,False,False,False,True,0.3074421762018012,0.30793545100507635,0.32066394827101274
13921,0.009518909184461024,0.1386030357602264,1.0,0.024882402802608502,1.0,0.7182545567673246,0.04064831489580654,0.024247491638795988,1,0.1721599206598561,0.0,0.019230769230769232,0.0,0.8695652173913043,0.3333333333333333,0.4545454545454545,False,False,True,True,False,False,False,False,True,False,False,False,0.34369243408263284,0.34369243408263284,0.3436328557153468
27,0.0043092359145870856,0.009583226138410086,0.12,0.11822096855452903,0.0,0.6861099800877083,0.12921276048366348,0.008875739644970414,1,0.1976027193657797,0.0,0.5,0.5454545454545454,0.8695652173913043,0.5,0.2727272727272727,False,True,False,False,False,False,True,False,False,False,True,False,0.33060090859121877,0.33060090859121877,0.33674693595775035
1634,0.006045793671211731,0.010483663493696938,0.6,0.024882402802608502,0.25,0.7224968312089345,0.04617957293542578,0.008103936197581683,1,0.6918377071824411,0.0,0.25000000000000006,0.2727272727272727,0.2608695652173913,0.16666666666666666,0.6363636363636364,False,False,True,False,False,False,False,True,False,False,False,False,0.335778220485491,0.335778220485491,0.34930735603982865
5404,0.0061744275791098535,0.014728582454334962,0.24,0.031110781198560273,0.0,0.7215170173634197,0.12921276048366348,0.012155904296372524,-1,0.115136489875009,0.0,0.3076923076923077,0.2727272727272727,0.17391304347826086,0.0,0.6363636363636364,False,True,False,False,False,False,True,False,False,False,False,True,0.3338183847671654,0.3342969635137408,0.33926004191452325
1496,0.0007074864934396708,0.1386030357602264,0.8,0.18043630879540987,0.0,0.7432664536006315,0.042063287882685874,0.007074864934396707,-1,0.0371920405254083,0.0,0.4038461538461539,0.4545454545454545,0.5652173913043478,0.5,0.9999999999999999,True,False,False,True,False,False,False,False,True,False,False,True,0.3520069963686552,0.3520069963686552,0.33674693595775035
4075,0.00038590172369436584,0.04045536403395935,0.72,0.07466587487654465,0.0,0.7255213819419429,0.05357602263956779,0.03678929765886288,0,0.2934875268500732,0.0,0.6153846153846154,0.6363636363636364,0.43478260869565216,0.8333333333333333,0.4545454545454545,False,False,True,False,False,True,False,False,False,False,False,True,0.32709904103074655,0.32709904103074655,0.32066394827101274
2586,0.0018008747105737071,0.01781579624388989,0.0,0.031110781198560273,1.0,0.7491221862132503,0.04617957293542578,0.0020581425263699513,1,0.7641399115460511,0.0,0.826923076923077,0.9090909090909091,0.5217391304347826,0.16666666666666666,0.8181818181818182,False,False,True,False,False,False,False,True,False,False,False,True,0.3119867424990229,0.3129647286504102,0.3379194995210432
3213,0.00012863390789812196,0.1386030357602264,0.2,0.008247479295619559,1.0,0.7333151419581119,0.023990223822999743,0.0030228968356058655,1,0.0344201802301524,0.0,0.7692307692307693,0.8181818181818182,0.2608695652173913,0.6666666666666666,0.4545454545454545,False,False,False,False,False,False,False,False,True,False,False,True,0.397745123504892,0.337004013022873,0.3470812232418112
13322,0.0004502186776434268,0.002315410342166195,0.52,0.2426578711925304,0.0,0.7556995621409842,0.08811422691021353,0.0004502186776434268,1,0.3465583318918584,0.0,0.44230769230769235,0.4545454545454545,0.043478260869565216,0.8333333333333333,0.2727272727272727,False,False,False,False,False,False,True,False,False,False,False,False,0.335749611156994,0.335749611156994,0.3363528682670732
12545,6.431695394906098e-05,0.01781579624388989,0.6,0.031110781198560273,1.0,0.7513542597001985,0.04617957293542578,0.0036017494211474143,1,0.8555655941325495,0.0,0.42307692307692313,0.4545454545454545,0.13043478260869565,1.0,0.8181818181818182,True,False,False,True,False,False,False,True,False,False,True,False,0.3338183847671654,0.3342969635137408,0.33926004191452325
8260,0.00032158476974530485,0.008425520967326988,0.28,0.006222156239712053,0.0,0.7017348160658404,0.08811422691021353,0.00032158476974530485,1,0.2213303896195496,0.0,0.3269230769230769,0.36363636363636365,0.2608695652173913,1.0,0.2727272727272727,True,False,False,False,False,False,True,False,False,True,False,False,0.36772751823403055,0.34405716182050206,0.4017896829108882
458,0.0014149729868793415,0.04045536403395935,0.16,0.07466587487654465,0.0,0.7179521134143629,0.05357602263956779,0.03678929765886288,1,0.3547831484528582,0.0,0.38461538461538464,0.36363636363636365,0.13043478260869565,1.0,0.2727272727272727,True,False,False,False,False,True,False,False,False,False,False,True,0.3403724668448331,0.3403724668448331,0.3192289787307593
14253,0.0012220221250321586,0.1386030357602264,0.52,0.024882402802608502,0.75,0.7321250507909334,0.03190120915873424,0.012734756881914073,0,0.1803335825112939,0.0,0.75,0.7272727272727273,0.30434782608695654,0.6666666666666666,0.2727272727272727,False,False,True,False,False,False,False,False,True,False,False,True,0.36289128830773687,0.36289128830773687,0.35508629785476026
9313,0.0005788525855415488,0.006881914072549524,0.68,0.031110781198560273,0.75,0.646603050957724,0.02450475945459223,0.0007074864934396708,0,0.5074236655636806,0.0,0.5576923076923077,0.5454545454545454,0.3913043478260869,0.16666666666666666,0.6363636363636364,True,False,False,False,False,True,False,False,False,False,True,False,0.2935595781532187,0.29457385011566917,0.3192289787307593
7545,0.013828145099048108,0.1386030357602264,0.8,0.07466587487654465,0.0,0.637149920379595,0.042063287882685874,0.017365577566246463,-1,0.2072595091169985,0.0,0.0,0.0,0.043478260869565216,0.3333333333333333,0.9999999999999999,False,False,True,True,False,False,False,False,True,False,False,True,0.3650727659739909,0.3650727659739909,0.3379194995210432
3980,0.00019295086184718292,0.03563159248777978,0.2,0.2750504165764714,0.0,0.7865599820115925,0.057756624646256756,0.004695137638281451,-1,0.5153164412906193,0.0,0.6346153846153846,0.6363636363636364,0.4782608695652174,0.6666666666666666,0.9999999999999999,False,False,True,True,False,True,False,False,False,False,False,True,0.010344642761430036,0.010344642761430036,0.14001695322379248
11141,0.0014792899408284023,0.018909184461023926,1.0,0.07466587487654465,0.0,0.7299770935272675,0.057756624646256756,0.0036017494211474143,1,0.3772124469412113,0.0,0.3269230769230769,0.36363636363636365,0.6086956521739131,0.3333333333333333,0.4545454545454545,False,True,False,False,True,True,False,False,False,False,True,False,0.3403724668448331,0.3403724668448331,0.3192289787307593
8581,0.002701312065860561,0.04045536403395935,0.2,0.024882402802608502,1.0,0.7318530803198823,0.05357602263956779,0.03678929765886288,1,0.4627284975755314,0.0,0.21153846153846156,0.1818181818181818,0.0,0.3333333333333333,0.9999999999999999,True,False,False,False,False,True,False,False,False,False,False,True,0.34369243408263284,0.34369243408263284,0.3436328557153468
786,0.0002572678157962439,0.05029585798816568,1.0,0.024894847115087926,0.75,0.7083137008347511,0.16323642912271674,0.017043992796501158,1,0.4820514829043271,0.0,0.21153846153846156,0.1818181818181818,0.17391304347826086,0.8333333333333333,0.6363636363636364,False,True,False,False,True,True,False,False,False,True,False,False,0.29163724690387327,0.29163724690387327,0.3126888126167739
10474,0.00019295086184718292,0.010483663493696938,0.24,0.07466587487654465,0.0,0.736512540235186,0.04617957293542578,0.0010290712631849757,-1,0.8603230286734778,0.0,0.5,0.5454545454545454,0.34782608695652173,0.0,0.2727272727272727,False,False,False,True,False,False,False,True,False,False,False,True,0.3403724668448331,0.3403724668448331,0.3192289787307593
8599,0.00012863390789812196,0.1386030357602264,0.24,0.18043630879540987,0.0,0.7152232259111097,0.04064831489580654,0.024247491638795988,-1,0.2815595548944115,0.0,0.2692307692307693,0.2727272727272727,0.043478260869565216,0.5,0.2727272727272727,False,False,True,False,False,False,False,False,True,False,False,True,0.3586873366122773,0.3586873366122773,0.3436328557153468
3922,0.0012863390789812194,0.0018651916645227682,0.25316696,0.2750504165764714,0.0,0.7716847566046577,0.019102135322871108,0.0014149729868793415,1,0.4985855282605331,0.0,0.44230769230769235,0.4545454545454545,0.4782608695652174,0.6666666666666666,0.2727272727272727,False,True,False,True,False,False,False,False,False,False,False,False,0.4623039366165271,0.3969211096562761,0.35943010154795263
7606,0.0006431695394906097,0.006881914072549524,0.12,0.2426578711925304,0.0,0.7555820725455,0.02450475945459223,0.0009004373552868536,-1,0.5445804181679393,0.0,0.42307692307692313,0.4545454545454545,0.3913043478260869,0.5,0.2727272727272727,True,False,False,True,False,True,False,False,False,False,False,True,0.34463538055860893,0.34463538055860893,0.33674693595775035
7090,0.0010933882171340365,0.1386030357602264,0.48,0.004977724991769642,0.0,0.7122000834791761,0.023990223822999743,0.006431695394906097,-1,0.2001763787928426,0.0,0.038461538461538464,0.0,0.7826086956521738,0.6666666666666666,0.6363636363636364,True,False,False,False,False,False,False,False,True,False,False,True,0.2700326955030284,0.2700326955030284,0.34930735603982865
8677,0.0002572678157962439,0.05029585798816568,0.16,0.024882402802608502,1.0,0.7042027490963484,0.16323642912271674,0.017043992796501158,-1,0.3866890898076592,0.0,0.25000000000000006,0.1818181818181818,0.4782608695652174,0.8333333333333333,0.8181818181818182,False,False,True,True,False,True,False,False,False,False,False,True,0.335778220485491,0.335778220485491,0.34930735603982865
15214,0.0033444816053511705,0.1386030357602264,0.52,0.11822096855452903,0.0,0.6997644226808316,0.03190120915873424,0.006045793671211731,1,0.0413313672406535,0.0,0.2692307692307693,0.2727272727272727,0.3913043478260869,1.0,0.2727272727272727,True,False,False,False,False,False,False,False,True,True,False,False,0.31883318809980205,0.31883318809980205,0.3363528682670732
974,0.00032158476974530485,0.0010290712631849757,0.36,0.031110781198560273,1.0,0.7645234932731924,0.05357602263956779,0.00032158476974530485,-1,0.398962104759954,0.0,0.75,0.8181818181818182,0.5652173913043478,1.0,0.6363636363636364,True,False,False,False,False,True,False,False,False,False,False,True,0.31917922925565956,0.320126128797724,0.33114408959120467
14484,0.0005145356315924878,0.018909184461023926,1.0,0.031110781198560273,0.25,0.7224768089628074,0.057756624646256756,0.0005145356315924878,1,0.5148790262241915,0.0,0.38461538461538464,0.36363636363636365,0.9130434782608695,0.3333333333333333,0.4545454545454545,False,True,False,False,False,True,False,False,False,False,False,True,0.2935595781532187,0.29457385011566917,0.3192289787307593
8545,0.0007718034473887317,0.03621044507332133,0.04,0.024882402802608502,0.25,0.7137286891849606,0.04708001029071263,0.002122459480319012,1,0.5578280879876751,0.0,0.5,0.5454545454545454,0.43478260869565216,0.3333333333333333,0.8181818181818182,False,True,False,False,False,False,False,True,False,False,False,True,0.335778220485491,0.335778220485491,0.34930735603982865
535,0.0012220221250321586,0.03621044507332133,1.0,0.031110781198560273,1.0,0.6872705593812585,0.04708001029071263,0.0012220221250321586,0,0.5937395825596622,0.0,0.7115384615384616,0.7272727272727273,0.0,0.8333333333333333,0.4545454545454545,True,False,False,False,False,False,False,True,False,False,False,True,0.3338183847671654,0.3342969635137408,0.33926004191452325
5387,0.0005145356315924878,0.08676357087728326,1.0,0.018666468719136162,1.0,0.7267999397920872,0.16323642912271674,0.011898636480576279,1,0.4628941987745564,0.0,0.09615384615384616,0.09090909090909091,0.13043478260869565,0.8333333333333333,0.6363636363636364,False,False,True,False,True,True,False,False,False,False,False,True,0.3594475908827524,0.36360028073116235,0.3177185078341385
6521,0.0011577051710830975,0.02321842037561101,0.68,0.07466587487654465,0.0,0.7125396659660412,0.04650115770517108,0.0016079238487265242,0,0.4522162597105197,0.0,0.13461538461538464,0.09090909090909091,0.7826086956521738,0.3333333333333333,0.4545454545454545,False,False,True,False,True,False,True,False,False,False,True,False,0.3403724668448331,0.3403724668448331,0.3192289787307593
2775,0.002701312065860561,0.038268587599691276,0.68,0.031110781198560273,0.0,0.7151500277419003,0.04836634936969385,0.0036017494211474143,1,0.8945615713403147,0.0,0.3461538461538462,0.36363636363636365,0.17391304347826086,0.16666666666666666,0.2727272727272727,False,True,False,False,False,False,False,True,False,False,False,True,0.3338183847671654,0.3342969635137408,0.33926004191452325
3706,0.00012863390789812196,0.0015436068947774634,0.52,0.00933323435956808,0.0,0.7122049571868919,0.012734756881914073,0.0006431695394906097,1,0.5789259609813376,0.0,0.42307692307692313,0.4545454545454545,0.4782608695652174,0.16666666666666666,0.2727272727272727,False,True,False,False,False,False,False,False,False,False,True,False,0.12375456337508116,0.26581700305981437,0.3203366052064611
9832,0.0002572678157962439,0.0061744275791098535,0.68,0.024894847115087926,0.5,0.7376178826342362,0.08811422691021353,0.0007718034473887317,1,0.1974130609256564,0.0,0.5769230769230769,0.5454545454545454,0.9565217391304348,1.0,0.4545454545454545,False,False,True,False,False,False,True,False,False,False,False,False,0.2999489313685777,0.2999489313685777,0.3177185078341385
